,eng,fre
6238,I'm from Kyoto.,Soy de Kioto.
6239,I'm from Tokyo.,Soy de Tokio.
6240,I'm going back.,Voy de regreso.
6241,I'm going bald.,Me estoy quedando calvo.
6242,"I'm happy, Tom.","Tom, soy feliz."
6243,I'm having fun.,Me estoy divirtiendo.
6244,I'm in a hurry.,Estoy apurado.
6245,I'm in the car.,Estoy en el coche.
6246,I'm interested.,Estoy interesado.
6247,I'm interested.,Estoy interesada.
6248,I'm just a kid.,Soy solo un niño.
6249,I'm mad at you.,Estoy enfadado contigo.
6250,I'm making tea.,Estoy preparando té.
6251,I'm meditating.,Estoy meditando.
6252,I'm no quitter.,Yo no renuncio así nada más.
6253,I'm not a baby.,Ya no soy un bebé.
6254,I'm not a hero.,No soy un héroe.
6255,I'm not afraid.,No tengo miedo.
6256,I'm not afraid.,No estoy asustado.
6257,I'm not crying.,No estoy llorando.
6258,I'm not famous.,No soy famoso.
6259,I'm not guilty.,No soy culpable.
6260,I'm not hiding.,No me estoy escondiendo.
6261,I'm not insane.,No estoy loco.
6262,I'm not insane.,No estoy loca.
6263,I'm not joking.,No estoy bromeando.
6264,I'm not racist.,No soy racista.
6265,I'm not scared.,No tengo miedo.
6266,I'm not scared.,No estoy asustado.
6267,I'm not skinny.,No soy delgado.
6268,I'm not sleepy.,No tengo sueño.
6269,I'm not so old.,No soy tan mayor.
6270,I'm not strong.,No soy fuerte.
6271,I'm often here.,Yo estoy aquí a menudo.
6272,I'm old enough.,Soy suficientemente mayor.
6273,I'm on holiday.,Estoy de vacaciones.
6274,I'm only human.,Solo soy humano.
6275,I'm optimistic.,Soy optimista.
6276,I'm out of gas.,Estoy sin bencina.
6277,I'm reading it.,Lo estoy leyendo.
6278,I'm really old.,Soy muy viejo.
6279,I'm remodeling.,Estoy de reforma.
6280,I'm so excited.,Estoy tan emocionado.
6281,I'm so excited.,Estoy muy emocionada.
6282,I'm so thirsty.,Tengo tanta sed.
6283,I'm so unlucky!,¡Soy tan desafortunado!
6284,I'm speechless.,Estoy sin palabras.
6285,I'm still busy.,Todavía estoy ocupado.
6286,I'm still busy.,Todavía estoy ocupada.
6287,I'm still here.,Todavía estoy acá.
6288,I'm still here.,Todavía estoy aquí.
6289,I'm the oldest.,Soy el más viejo.
6290,I'm undressing.,Me desnudo.
6291,I'm undressing.,Me estoy desvistiendo.
6292,I'm undressing.,Me estoy desnudando.
6293,I'm undressing.,Me estoy sacando la ropa.
6294,I'm unemployed.,Estoy en paro.
6295,I'm unemployed.,Estoy desempleado.
6296,I'm unemployed.,Estoy parado.
6297,I'm unemployed.,Estoy desempleada.
6298,I'm used to it.,Estoy acostumbrado.
6299,I'm used to it.,Estoy acostumbrada.
6300,I'm very angry.,Estoy muy enojada.
6301,I'm very angry.,Estoy muy enojado.
6302,I'm very blunt.,Soy muy rudo.
6303,I'm very happy.,Soy muy feliz.
6304,I'm very short.,Soy muy pequeño.
6305,I'm very sorry.,Lo siento mucho.
6306,I'm very tired.,Estoy muy cansado.
6307,I'm wide awake.,Estoy muy despierto.
6308,I've been seen.,Me vieron.
6309,I've been shot.,Me dispararon.
6310,I've been sued.,Me demandaron.
6311,I've earned it.,Me lo gané.
6312,I've got a son.,Tengo un hijo.
6313,I've made stew.,He hecho guiso.
6314,I've seen that.,He visto eso.
6315,I've seen that.,Lo he visto.
6316,I've seen them.,Los he visto.
6317,I've seen them.,Los vi.
6318,If only I knew!,¡Ojalá lo supiera!
6319,Is Tom at home?,¿Está Tom en casa?
6320,Is Tom injured?,¿Tom está herido?
6321,Is Tom jealous?,¿Tom está celoso?
6322,Is Tom kidding?,¿Tom está bromeando?
6323,Is Tom married?,¿Tomás está casado?
6324,Is anyone hurt?,¿Alguien está lastimado?
6325,Is anyone hurt?,¿Se lastimó alguien?
6326,Is he American?,¿Él es americano?
6327,Is he Japanese?,¿Es él japonés?
6328,Is he a doctor?,¿Es médico?
6329,Is he a doctor?,¿Es doctor?
6330,Is he a doctor?,¿Él es un médico?
6331,Is he sleeping?,¿Está durmiendo?
6332,Is he sleeping?,¿Está dormido?
6333,Is it possible?,¿Es posible?
6334,Is it too late?,¿Es demasiado tarde?
6335,Is she at home?,¿Está ella en casa?
6336,Is she healthy?,¿Está sano?
6337,Is that French?,¿Eso es francés?
6338,Is that a bear?,¿Es eso un oso?
6339,Is that better?,¿Está mejor?
6340,Is that enough?,¿Eso es suficiente?
6341,Is that for me?,¿Es para mí?
6342,Is that likely?,¿Es eso probable?
6343,Is that normal?,¿Es esto normal?
6344,Is that so bad?,¿Acaso es tan malo?
6345,Is this French?,¿Esto es francés?
6346,Is this a hoax?,¿Es esto una broma?
6347,Is this a hoax?,¿Es esto un engaño?
6348,Is this a hoax?,¿Es esto una trampa?
6349,Is this normal?,¿Es esto normal?
6350,Isn't it black?,¿No es negro?
6351,Isn't it black?,¿Acaso no es negro?
6352,Isn't it black?,¿No es negra?
6353,It can be done.,Se puede hacer.
6354,It can be done.,Puede hacerse.
6355,It didn't work.,No funcionó.
6356,It gets better.,Se pone mejor.
6357,It gets better.,Mejora.
6358,It has to stop.,Tiene que parar.
6359,It is Saturday.,Es sábado.
6360,It is a secret.,Es un secreto.
6361,It is so early.,Es tan temprano.
6362,It looks great.,Se ve estupendo.
6363,It may be true.,Es posible que eso sea cierto.
6364,It may be true.,Puede ser cierto.
6365,It smells good!,Huele bien.
6366,It smells good!,¡Huele rico!
6367,It sounds easy.,Parece fácil.
6368,It was a dream.,Era un sueño.
6369,It was a mouse.,Era un ratón.
6370,It was amusing.,Fue ameno.
6371,It was for Tom.,Era para Tom.
6372,It was my idea.,Eso fue idea mía.
6373,It was my idea.,Era idea mía.
6374,It was my turn.,Era mi turno.
6375,It was my turn.,Era mi hora.
6376,It was nothing.,No era nada.
6377,It was on sale.,Estaba a la venta.
6378,It was on sale.,Estaba en venta.
6379,It was perfect.,Era perfecto.
6380,It was planned.,Fue planeado.
6381,It was snowing.,Había nevado.
6382,It was snowing.,Estaba nevando.
6383,It was snowing.,Nevó.
6384,It was snowing.,Nevaba.
6385,It was so good.,Estaba tan bien.
6386,It wasn't easy.,No fue fácil.
6387,It wasn't hard.,No era difícil.
6388,It wasn't hard.,No fue difícil.
6389,It wasn't hers.,No era de ella.
6390,It wasn't luck.,No fue suerte.
6391,It wasn't ours.,No era nuestro.
6392,It wasn't ours.,No era nuestra.
6393,It wasn't real.,No fue real.
6394,It wasn't that.,No era eso.
6395,It won't budge.,No cederá.
6396,It'll be ready.,Estará listo.
6397,It's Christmas.,Es navidad.
6398,It's OK to cry.,Está bien llorar.
6399,It's Tom's car.,Es el auto de Tom.
6400,It's Tom's job.,Es la tarea de Tom.
6401,It's Tom's job.,Es el trabajo de Tom.
6402,It's Tom's job.,Es el deber de Tom.
6403,It's Wednesday.,Es miércoles.
6404,It's Wednesday.,Estamos a miércoles.
6405,It's a classic.,Es un clásico.
6406,It's a classic.,Ese es un clásico.
6407,It's a gimmick.,Es un reclamo.
6408,It's a mistake.,Es un error.
6409,It's a new day.,Es un nuevo día.
6410,It's a problem.,Ese es un problema.
6411,It's a problem.,Es un problema.
6412,It's all yours.,Es todo tuyo.
6413,It's an excuse.,Es una excusa.
6414,It's an insult.,Es un insulto.
6415,It's beyond me.,Es superior a mí.
6416,It's beyond me.,Me supera.
6417,It's delicious.,Es delicioso.
6418,It's different.,Es diferente.
6419,It's hot today.,Hoy hace calor.
6420,It's hot today.,Está haciendo calor hoy.
6421,It's identical.,Es idéntico.
6422,It's important.,Es importante.
6423,It's no secret.,No es ningún secreto.
6424,It's not cheap.,No es barato.
6425,It's not clean.,No está limpio.
6426,It's not clean.,No está limpia.
6427,It's not funny.,No es gracioso.
6428,It's not funny.,No es divertido.
6429,It's not weird.,No es raro.
6430,It's our fault.,Es culpa nuestra.
6431,It's ready now.,Ahora está listo.
6432,It's redundant.,Es redundante.
6433,It's rush hour.,Es la hora pico.
6434,It's safe here.,Aquí estamos seguros.
6435,It's their job.,Es su trabajo.
6436,It's there now.,Ahora está ahí.
6437,It's this book.,Es este libro.
6438,It's too early.,Es demasiado temprano.
6439,It's too heavy.,Es demasiado pesado.
6440,It's too large.,Es demasiado grande.
6441,It's too quiet.,Hay demasiada calma.
6442,It's too risky.,Es demasiado arriesgado.
6443,It's too short.,Es muy corto.
6444,It's too small.,Es muy pequeño.
6445,It's up to you.,Depende de ti.
6446,It's up to you.,Es tu decisión.
6447,It's up to you.,Tú decides.
6448,It's very dark.,Está muy oscuro.
6449,It's very good.,Está muy bien.
6450,It's very good.,Es muy bueno.
6451,It's very late.,Es muy tarde.
6452,It's very slow.,Es muy lento.
6453,It's vibrating.,Está vibrando.
6454,It's well done.,Está bien hecho.
6455,It's well done.,Está hecho bien.
6456,It's what I am.,Es lo que soy.
6457,It's wonderful!,¡Es maravilloso!
6458,It's your book.,Es tu libro.
6459,It's your duty.,Es tu deber.
6460,It's your life.,Es tu vida.
6461,It's your move.,Es tu turno.
6462,It's your move.,Es tu movida.
6463,It's your move.,Te toca a ti.
6464,It's your turn.,Es tu turno.
6465,It's your turn.,Te toca a ti.
6466,Just follow me.,Tan solo sígueme.
6467,Just forget it.,Olvídalo ya.
6468,Just go for it.,Simplemente hazlo.
6469,Just go for it.,Limítate a hacerlo.
6470,Just go for it.,Hazlo y punto.
6471,Just go for it.,Hazlo y ya.
6472,Just let me go.,Déjame irme.
6473,Keep it on you.,Llévalo contigo.
6474,Keep it on you.,Consérvalo contigo.
6475,Keep listening.,Permanezca a la escucha.
6476,Keep on trying.,Sigue intentando.
6477,Keep on trying.,Siga intentando.
6478,Keep searching.,Sigue buscando.
6479,Kids are cruel.,Los niños son crueles.
6480,Lean in closer.,Inclínate más cerca.
6481,Leave it there.,Déjelo ahí.
6482,Leave it to me.,Déjamelo a mí.
6483,Leave me alone!,¡Déjame en paz!
6484,Leave me alone!,¡Déjame sola!
6485,Leave me alone!,¡Dejame en paz!
6486,Leave me alone!,Déjame solo.
6487,Leave me alone.,¡Déjame sola!
6488,Leave me alone.,Déjame solo.
6489,Leave me alone.,Déjeme sola.
6490,Leave the room.,Sal de la sala.
6491,Leave the room.,Sal de la habitación.
6492,Leave the room.,Salí de la habitación.
6493,Leave tomorrow.,Sal mañana.
6494,Leave tomorrow.,Vete mañana.
6495,Leave tomorrow.,Idos mañana.
6496,Leave tomorrow.,Váyanse mañana.
6497,Leave tomorrow.,Váyase mañana.
6498,Leave us alone.,Déjanos solos.
6499,Leave us alone.,Déjanos solas.
6500,Lend me a hand.,Dame una mano.
6501,Lend me a hand.,Préstame una mano.
6502,Let Tom answer.,Deja que responda Tom.
6503,Let Tom finish.,Deja terminar a Tom.
6504,Let me back in.,Déjame entrar.
6505,Let me back in.,Déjame entrar otra vez.
6506,Let me come in.,Déjame entrar.
6507,Let me do this.,Déjame hacer esto.
6508,Let me do this.,Déjeme hacer esto.
6509,Let me explain.,Déjame explicar.
6510,Let me feel it.,Déjame sentirlo.
6511,Let me feel it.,Deja que lo sienta.
6512,Let me hear it.,Déjame oírlo.
6513,Let them fight.,Déjalos pelear.
6514,Let us go home.,Déjanos irnos a casa.
6515,Let's be brave.,Seamos valientes.
6516,Let's be happy.,Seamos felices.
6517,Let's continue.,Continuemos.
6518,Let's eat here.,Comamos aquí.
6519,Let's find out.,Averigüémoslo.
6520,Let's go Dutch.,Cada uno pagará lo suyo.
6521,Let's hope not.,Esperemos que no.
6522,Let's hurry up.,Apurémonos.
6523,Let's just eat.,Comamos y ya.
6524,Let's play tag.,Juguemos a la tiña.
6525,Let's practice.,Practiquemos.
6526,Let's sit down.,Sentémonos.
6527,Let's stand up.,Levantémonos.
6528,Let's watch TV.,Veamos la televisión.
6529,Life is unfair.,La vida es injusta.
6530,Listen closely.,Escucha atentamente.
6531,Listen to this!,¡Escucha esto!
6532,Listen to this.,Escuchá esto.
6533,Listen to this.,Escuche esto.
6534,Live and learn.,Vive y aprende.
6535,Live and learn.,Viví y aprendé.
6536,"Louder, please.","Más fuerte, por favor."
6537,Lunch is ready.,El almuerzo está preparado.
6538,Lying is wrong.,Mentir está mal.
6539,Lynn runs fast.,Lynn corre rápido.
6540,Make it happen.,Haz que suceda.
6541,Make it larger.,Hazlo más grande.
6542,Make it simple.,Simplifica.
6543,Make your move.,Te toca a ti.
6544,Make your move.,Mueve tú.
6545,Make your move.,Mueves tú.
6546,Many fish died.,Muchos peces murieron.
6547,Mary likes you.,Mary te quiere.
6548,May I eat this?,¿Puedo comerme esto?
6549,May I join you?,¿Puedo acompañarle?
6550,May I join you?,¿Puedo acompañarles?
6551,May I join you?,¿Puedo unírmeles?
6552,May I kiss you?,¿Puedo besarte?
6553,May I sit down?,¿Me puedo sentar?
6554,May I sit here?,¿Puedo sentarme aquí?
6555,May I use this?,¿Puedo usar esto?
6556,Men are greedy.,Los hombres son avariciosos.
6557,Money is power.,Dinero es poder.
6558,More is needed.,Se necesita más.
6559,Move along now.,Muévase ya.
6560,My brother did.,Lo hizo mi hermano.
6561,My desk is old.,Mi escritorio es viejo.
6562,My dog bit Tom.,Mi perro mordió a Tom.
6563,My heart hurts.,Me duele el corazón.
6564,My jaw is sore.,Mi mandíbula me duele.
6565,My joints ache.,Me duelen las articulaciones.
6566,My name is Tom.,Mi nombre es Tom.
6567,My name is Tom.,Me llamo Tom.
6568,My nose itches.,Me pica la nariz.
6569,My nose itches.,Tengo comezón en la nariz.
6570,My tummy hurts.,Me duele mi estomago.
6571,My wife is mad.,Mi esposa está loca.
6572,Never say that.,Nunca digas eso.
6573,No one is home.,No hay nadie en casa.
6574,No one knew it.,Nadie lo sabía.
6575,No one laughed.,Nadie se rió.
6576,No one shouted.,Nadie gritó.
6577,No one told me.,Nadie me lo dijo.
6578,Nobody hurt me.,Nadie me lastimó.
6579,Nobody laughed.,Nadie se rió.
6580,Nobody listens.,Nadie escucha.
6581,Nobody's happy.,Nadie es feliz.
6582,Nothing's free.,Nada es gratis.
6583,Now I feel bad.,Ahora me siento mal.
6584,Now I know why.,Ahora sé por qué.
6585,Now I remember.,Ahora recuerdo.
6586,Now I remember.,Ahora me acuerdo.
6587,Now be patient.,Ahora ten paciencia.
6588,Only God knows.,Sólo Dios lo sabe.
6589,Only God knows.,Sólo Dios sabe.
6590,Only Tom knows.,Solo Tom sabe.
6591,Open the hatch.,Abre la trampilla.
6592,Open your eyes.,Abre los ojos.
6593,Pack your bags.,Haz tus maletas.
6594,Pack your bags.,Hagan sus maletas.
6595,People like me.,Gusto a la gente.
6596,People like me.,La gente me adora.
6597,People like me.,Caigo bien a la gente.
6598,Please come in.,"Pase adentro, por favor."
6599,Please come in.,Por favor entre.
6600,Please do that.,"Por favor, hágalo."
6601,Please go away.,"Váyase, por favor."
6602,Please help me.,"Por favor, ayúdeme."
6603,Please hold on.,"Por favor, aguarda."
6604,Please hold on.,"Por favor, espere."
6605,Please hold on.,"Por favor, agárrate fuerte."
6606,Please open it.,"Ábrelo, por favor."
6607,Please say yes.,"Por favor, di que sí."
6608,Please say yes.,"Por favor, diga que sí."
6609,Please say yes.,"Por favor, digan que sí."
6610,Please say yes.,"Por favor, decí que sí."
6611,Please shut up.,"Cállate, por favor."
6612,Please tell me.,"Dime, por favor."
6613,Please tell me.,"Díganme, por favor."
6614,Please try one.,"Por favor, pruebe uno."
6615,Please wake up.,"Despiértese, por favor."
6616,Prepare to die.,¡Prepárate a morir!
6617,Prices went up.,Los precios subieron.
6618,Prove it to me.,Demuéstramelo.
6619,Read the meter.,Lee el contador.
6620,Read this book.,Lee este libro.
6621,Read this book.,Leed este libro.
6622,Read your book.,Lee tu libro.
6623,Read your book.,Lean su libro.
6624,Save me a seat.,Resérvame un asiento.
6625,Save me a seat.,Guárdame un asiento.
6626,Say it clearly.,Habla claramente.
6627,Say it clearly.,Hable claramente.
6628,Say it clearly.,Dilo claramente.
6629,Say that again.,Repítelo.
6630,See you Monday.,Te veo el lunes.
6631,See you around.,Te veo por ahí.
6632,Send me a bill.,Envíame la cuenta.
6633,Shall we begin?,¿Empezamos?
6634,Shall we begin?,¿Comenzamos?
6635,Shall we dance?,¿Quiere bailar?
6636,Shall we dance?,¿Bailamos?
6637,Shall we dance?,¿Vamos a bailar?
6638,She adores him.,Ella lo adora.
6639,She called him.,Ella lo llamó.
6640,She came alone.,Ella vino sola.
6641,She can't swim.,No sabe nadar.
6642,She choked him.,Ella lo ahorcó.
6643,She choked him.,Ella lo estranguló.
6644,She cooks well.,Ella cocina bien.
6645,She dumped him.,Ella le dejó.
6646,She fooled him.,Ella le engañó.
6647,She gave money.,Ella dio dinero.
6648,She got caught.,La cogieron.
6649,She grew roses.,Ella cultivó rosas.
6650,She has a bike.,Ella tiene una bicicleta.
6651,She has a book.,Tiene un libro.
6652,She helped him.,Ella le ayudó.
6653,She hugged him.,Ella le abrazó.
6654,She is a nurse.,Ella es una enfermera.
6655,She is awkward.,Ella es torpe.
6656,She is dieting.,Está a dieta.
6657,She is out now.,Ella está afuera ahora.
6658,She is talking.,Ella está hablando.
6659,She is walking.,Ella está caminando.
6660,She isn't poor.,Ella no es pobre.
6661,She kept quiet.,Ella se quedó quieta.
6662,She kicked him.,Ella lo pateó.
6663,She kissed him.,Ella lo besó.
6664,She kissed him.,Ella le besó.
6665,She looked ill.,Ella parecía enferma.
6666,She looked sad.,Ella se veía triste.
6667,She looked sad.,Ella parecía triste.
6668,She loves cats.,Ella adora los gatos.
6669,She loves cats.,Ella ama a los gatos.
6670,She loves cats.,Ella adora a los gatos.
6671,She might come.,Puede que venga.
6672,She might come.,Ella podría venir.
6673,She misses him.,Ella lo extraña.
6674,She needs this.,Ella necesita esto.
6675,She seems rich.,Ella se ve adinerada.
6676,She shot a gun.,Ella disparó un arma.
6677,She sings well.,Ella canta bien.
6678,She smells bad.,Ella huele mal.
6679,She teased him.,Ella le provocaba.
6680,She trusts him.,Ella confía en él.
6681,She types well.,Ella teclea bien.
6682,She was crying.,Estaba llorando.
6683,She went blind.,Ella se quedó ciega.
6684,She went blind.,Se quedó ciega.
6685,She works hard.,Ella trabaja duro.
6686,She's Canadian.,Es canadiense.
6687,She's Canadian.,Ella es canadiense.
6688,She's a beauty.,Ella es una belleza.
6689,She's adorable.,Ella es adorable.
6690,She's an angel.,Es un ángel.
6691,She's demented.,Ella está demente.
6692,She's innocent.,Es inocente.
6693,She's not here.,Ella no está aquí.
6694,She's pregnant.,Ella está embarazada.
6695,She's stubborn.,Ella es cabezota.
6696,She's stubborn.,Ella es testaruda.
6697,Should I close?,¿Debería cerrar?
6698,Smoke appeared.,Apareció humo.
6699,Smoking stinks.,Fumar apesta.
6700,Someone called.,Ha llamado alguien.
6701,Spring is here.,Llegó la primavera.
6702,Spring is here.,La primavera llegó.
